,full_name,id,url,stars
278,spring-attic/spring-security-oauth,2108481,https://api.github.com/repos/spring-attic/spring-security-oauth,4584
279,Polymer/polymer,5532320,https://api.github.com/repos/Polymer/polymer,21793
280,orientechnologies/orientdb,7083240,https://api.github.com/repos/orientechnologies/orientdb,4467
281,jakartaee/validation,948148,https://api.github.com/repos/jakartaee/validation,83
282,OpenAPITools/openapi-generator,133134007,https://api.github.com/repos/OpenAPITools/openapi-generator,12617
283,alibaba/nacos,137451403,https://api.github.com/repos/alibaba/nacos,22891
284,netty/netty-tcnative,19016985,https://api.github.com/repos/netty/netty-tcnative,211
285,mapstruct/mapstruct,4470435,https://api.github.com/repos/mapstruct/mapstruct,5332
286,ical4j/ical4j,12554522,https://api.github.com/repos/ical4j/ical4j,593
287,dromara/hutool,18723836,https://api.github.com/repos/dromara/hutool,23133
288,apache/opennlp,2740148,https://api.github.com/repos/apache/opennlp,1112
289,nostra13/Android-Universal-Image-Loader,2862290,https://api.github.com/repos/nostra13/Android-Universal-Image-Loader,16804
290,resilience4j/resilience4j,36793280,https://api.github.com/repos/resilience4j/resilience4j,8083
291,primefaces/primefaces,33770699,https://api.github.com/repos/primefaces/primefaces,1487
292,awslabs/amazon-kinesis-client,14212940,https://api.github.com/repos/awslabs/amazon-kinesis-client,590
293,uniVocity/univocity-parsers,21759652,https://api.github.com/repos/uniVocity/univocity-parsers,836
294,oblac/jodd,5722043,https://api.github.com/repos/oblac/jodd,3902
295,apache/maven-wagon,205417,https://api.github.com/repos/apache/maven-wagon,42
296,maxmind/GeoIP2-java,9156682,https://api.github.com/repos/maxmind/GeoIP2-java,646
297,apache/jmeter,688352,https://api.github.com/repos/apache/jmeter,6228
298,serenity-bdd/serenity-core,26201720,https://api.github.com/repos/serenity-bdd/serenity-core,633
299,docker-java/docker-java,20415251,https://api.github.com/repos/docker-java/docker-java,2311
300,ReactiveX/rxjs,32247847,https://api.github.com/repos/ReactiveX/rxjs,27182
301,swagger-api/swagger-codegen,2006876,https://api.github.com/repos/swagger-api/swagger-codegen,14527
302,babel/babel,24560307,https://api.github.com/repos/babel/babel,40992
303,Netflix/Hystrix,6766558,https://api.github.com/repos/Netflix/Hystrix,22720
304,paul-hammant/paranamer,710933,https://api.github.com/repos/paul-hammant/paranamer,225
305,jOOQ/jOOQ,1625986,https://api.github.com/repos/jOOQ/jOOQ,4968
306,arrow-kt/arrow,86057409,https://api.github.com/repos/arrow-kt/arrow,5082
307,square/kotlinpoet,83513404,https://api.github.com/repos/square/kotlinpoet,3213
308,kiegroup/drools,1381673,https://api.github.com/repos/kiegroup/drools,4469
309,DefinitelyTyped/DefinitelyTyped,6093316,https://api.github.com/repos/DefinitelyTyped/DefinitelyTyped,39616
310,playframework/playframework,2340549,https://api.github.com/repos/playframework/playframework,12142
311,Alluxio/alluxio,7276954,https://api.github.com/repos/Alluxio/alluxio,5699
312,aws-amplify/aws-sdk-android,21634100,https://api.github.com/repos/aws-amplify/aws-sdk-android,930
313,mariadb-corporation/mariadb-connector-j,30072532,https://api.github.com/repos/mariadb-corporation/mariadb-connector-j,275
314,webjars/swagger-ui,17548687,https://api.github.com/repos/webjars/swagger-ui,41
315,facebook/fresco,31533997,https://api.github.com/repos/facebook/fresco,16802
316,ralfstx/minimal-json,8312414,https://api.github.com/repos/ralfstx/minimal-json,713
317,angular/bower-angular,5750827,https://api.github.com/repos/angular/bower-angular,222
318,scala/scala-java8-compat,17640444,https://api.github.com/repos/scala/scala-java8-compat,435
319,OpenFeign/feign,10981994,https://api.github.com/repos/OpenFeign/feign,8116
320,codehaus-plexus/plexus-containers,29924220,https://api.github.com/repos/codehaus-plexus/plexus-containers,7
321,jfree/jfreechart,50873393,https://api.github.com/repos/jfree/jfreechart,848
322,igniterealtime/Smack,16477702,https://api.github.com/repos/igniterealtime/Smack,2301
323,thymeleaf/thymeleaf,4385294,https://api.github.com/repos/thymeleaf/thymeleaf,2332
324,ESAPI/esapi-java-legacy,23857463,https://api.github.com/repos/ESAPI/esapi-java-legacy,497
325,mattbertolini/liquibase-slf4j,3935780,https://api.github.com/repos/mattbertolini/liquibase-slf4j,40
326,NanoHttpd/nanohttpd,5374914,https://api.github.com/repos/NanoHttpd/nanohttpd,6329
327,hdodenhof/CircleImageView,16005410,https://api.github.com/repos/hdodenhof/CircleImageView,14226
328,joelittlejohn/jsonschema2pojo,10873724,https://api.github.com/repos/joelittlejohn/jsonschema2pojo,5774
329,facebook/rocksdb,6934395,https://api.github.com/repos/facebook/rocksdb,22862
330,alibaba/easyexcel,120395176,https://api.github.com/repos/alibaba/easyexcel,23908
331,spring-cloud/spring-cloud-consul,27404315,https://api.github.com/repos/spring-cloud/spring-cloud-consul,745
